text,label
"nefes borun sola kaymış, bu sağ akciğerinin söndüğü anlamına gelir.",tanı
"eğer osteomyelit varsa, enfeksiyon kemik zarına basıyordur. damardan antibiyotik verin. osteomyeliti doğrulamak için röntgen çekin.",hipotez
hastada yaygın sinir hasarı gelişmiş.,tanı
bt akciğer fibrozisini gösterdi.,tanı
dördüncü ventrikül duvarında hafif bir kayma var. tümör olduğunu gösterebilir.,test/prosedür
iki içki pek de aşırı sayılmaz.,değerlendirme
kocasına eko yaptın mı? kalbi hl iflas ediyor. iyileşme geçiciymiş.,test/prosedür
solunum sıkıntısı panik atak kaynaklı olabilir.,tanı
karın ve pelvis bt çekildi.,test/prosedür
iskemik bağırsağı var. kan akışı eksikliği bağırsaklarının ölmesine neden oluyor.,tanı
"semptomlar kötüleşiyor, tümörler büyüyor. ameliyat her şeyi düzeltir: kimyasal dengesizlik, nöbetler, işitsel halüsinasyonlar.",açıklama
hangi genetik pıhtılaşma defektine sahip olduğunu bulmak için tam kan paneli yapın.,talimat
"böbrek fonksiyonları hızla bozuluyor, akut yetmezlik gelişebilir.",tanı
"elektrokonvulsiv terapi diğer belirtileri açıklar. onu normal bir erkek yapmak için elektrokonvulsiv terapi mi yapmışlar? sinirsel hasar, afaziyi açıklar.",hipotez
akciğer skarı ve bozuk kemik iliği otoimmün hastalığı düşündürüyor; pulmoner fibroz olabilir.,açıklama
öyleyse limbik sistemde neden aktivite yok? kalpte bir sorun olmadığı sürece böyle olmaz. doğrulamak için eko yapın. sonra ameliyata giriyoruz.,soru
fibrozisi kontrol etmek için karaciğer anjiyogramı yapın.,talimat
balgamda kan parazit anlamına gelebilir.,değerlendirme
mitokondriyal ensefalopati düşünüldü.,hipotez
ağzındaki vajinoz için verdiğimiz antibiyotikler beyin apselerini iyileştirdi.,hipotez
hiperbarik odaya alındı. yüksek basınç kanındaki havayı temizler.,talimat
"erken doğumu engellemek için magnezyum, akciğerleri geliştirmek için steroid verin.",talimat
diş izleri. iv tüpüne üflediğinde bırakmış olmalı.,tanı
"son zamanlarda kafana takılan bir şey, belirli bir stresin var mı?",soru
peki bugünlerde bisiklet turlarında günün ilacı ne? hala eritropoietin mi? yoksa sadece akü asidi mi içiyorsunuz?,soru
olası enfeksiyon için antibiyotik verildi.,tedavi
barsak yoluyla enfekte olsaydı barsak semptomları olurdu.,değerlendirme
opioid bağımlılığı çektiğin acıdan daha fazlasını hissetmene neden olabilir. iyileşeceksin.,tedavi
grip döküntüsüne benziyor.,değerlendirme
hepatit a pozitif mi?,soru
boynunda tarif ettiği bölgeyi muayene ettim.,açıklama
"kanama zamanı testini yapın, hastamızın kanının bozuk olduğunu doğrulayın.",talimat
bir ara beş altı kemiğini mi kırmış? bize bundan bahsetmedi mi?,soru
meckel divertikülü çıkarılmadıysa bu durum şiddetli ağrı ve kanamaya yol açabilir.,hipotez
ona tüm vücut taraması yapın.,talimat
metabolik ya da otoimmün bir hastalık değil. kesinlikle kanser değil.,değerlendirme
kanı boşaltmak için şant yaptık.,tedavi
hastada paroksismal taşikardi vardı.,açıklama
karaciğerine ultrason yapın.,test/prosedür
"haklısın. cerrah böbreğin arkasında ve retroperitoneal boşlukta bir kanama buldu ama nedenini bulamadı. kanser yok, yırtılmış arter yok.",açıklama
"ayağını ateşten çekti; bu, motor fonksiyonun korunduğunu gösterir.",değerlendirme
ağır metal zehirlenmesi görme değişikliği yapabilir; özellikle talyum.,hipotez
salmonella için florokinolon başlayın.,talimat
tümör olamaz. kenarlar fazla keskin ve belirgin.,değerlendirme
